CodeSite_SamplingOperations_x,Date_SamplingOperation,IBD,IBD_EQR,IBD_EQR_Status,Longitude_Lambert93,Latitude_Lambert93,Watershed,HERlvl1Name,Streamsize
S04089500,2019-07-01,14.6,0.6857142857142857,Moderate,613921.54,6583380.17,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089550,2020-06-24,17.1,0.8642857142857144,Good,612434.7,6584472.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04089500,2020-06-24,15.1,0.7214285714285714,Moderate,613921.54,6583380.17,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089500,2021-06-15,14.149999999999999,0.6535714285714285,Moderate,613921.54,6583380.17,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089500,2022-07-27,13.2,0.5857142857142856,Moderate,613921.54,6583380.17,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04544001,2016-07-27,14.9,0.7071428571428572,Moderate,607441.8,6587066.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04544001,2017-08-17,12.8,0.5571428571428572,Moderate,607441.8,6587066.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04089600,2020-06-17,15.7,0.7642857142857142,Moderate,610336.0,6587516.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090000,2012-07-18,16.2,0.7999999999999999,Good,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2012-07-18,15.5,0.75,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2013-09-11,15.3,0.7357142857142858,Moderate,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2013-09-11,13.2,0.5857142857142856,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2014-09-03,16.3,0.8071428571428572,Good,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2014-09-15,14.4,0.6714285714285715,Moderate,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2015-07-09,12.4,0.5285714285714286,Poor,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2015-07-09,15.0,0.7142857142857143,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2016-07-27,14.100000000000001,0.65,Moderate,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2016-07-27,15.3,0.7357142857142858,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2017-08-30,15.8,0.7714285714285715,Moderate,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2017-08-30,15.3,0.7357142857142858,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2018-07-12,14.6,0.6857142857142857,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2018-08-30,15.2,0.7285714285714285,Moderate,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2019-08-12,17.0,0.8571428571428571,Good,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2019-08-12,14.0,0.6428571428571429,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2020-07-08,15.5,0.75,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2020-07-08,14.6,0.6857142857142857,Moderate,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2021-08-26,17.1,0.8642857142857144,Good,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2021-08-26,15.7,0.7642857142857142,Moderate,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090000,2022-07-27,14.6,0.6857142857142857,Moderate,599284.1,6588150.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2022-07-28,12.4,0.5285714285714286,Poor,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04545004,2012-08-13,13.1,0.5785714285714285,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2013-07-23,12.8,0.5571428571428572,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2014-09-03,14.3,0.6642857142857144,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090100,2014-09-08,10.7,0.4071428571428571,Poor,586373.87,6576501.89,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04545004,2015-07-03,13.4,0.6,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090100,2015-08-06,9.6,0.3285714285714286,Poor,586373.87,6576501.89,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04545004,2016-07-06,14.2,0.6571428571428571,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090100,2016-10-14,11.9,0.4928571428571429,Poor,586373.87,6576501.89,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04545004,2017-08-29,14.649999999999999,0.6892857142857143,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090100,2017-08-30,10.3,0.3785714285714286,Poor,586373.87,6576501.89,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090100,2018-07-12,12.9,0.5642857142857143,Moderate,586373.87,6576501.89,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04545004,2018-08-01,15.1,0.7214285714285714,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2019-07-01,15.6,0.7571428571428571,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090100,2019-08-05,8.9,0.2785714285714286,Bad,586373.87,6576501.89,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04545004,2020-06-24,16.8,0.8428571428571429,Good,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090100,2020-07-15,9.9,0.35,Poor,586373.87,6576501.89,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090100,2021-06-16,10.0,0.35714285714285715,Poor,586373.87,6576501.89,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04545004,2021-06-16,13.9,0.6357142857142858,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090100,2022-07-12,10.1,0.3642857142857143,Poor,586373.87,6576501.89,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04545004,2022-07-27,12.7,0.5499999999999999,Poor,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2012-08-13,13.1,0.5785714285714285,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090400,2012-08-20,12.95,0.5678571428571428,Moderate,594858.04,6580074.33,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2013-07-23,12.8,0.5571428571428572,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090400,2013-09-12,15.4,0.7428571428571429,Moderate,594858.04,6580074.33,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2014-09-03,14.3,0.6642857142857144,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2015-07-03,13.4,0.6,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090400,2015-08-06,18.0,0.9285714285714286,Good,594858.04,6580074.33,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2016-07-06,14.2,0.6571428571428571,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090400,2016-10-14,14.5,0.6785714285714286,Moderate,594858.04,6580074.33,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2017-08-29,14.649999999999999,0.6892857142857143,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090400,2017-08-30,14.6,0.6857142857142857,Moderate,594858.04,6580074.33,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090400,2018-07-11,14.1,0.65,Moderate,594858.04,6580074.33,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2018-08-01,15.1,0.7214285714285714,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2019-07-01,15.6,0.7571428571428571,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2020-06-24,16.8,0.8428571428571429,Good,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2021-06-16,13.9,0.6357142857142858,Moderate,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04545004,2022-07-27,12.7,0.5499999999999999,Poor,594929.8,6578286.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04090500,2012-07-18,18.9,0.9928571428571428,High,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2012-07-18,15.5,0.75,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2013-09-10,17.2,0.8714285714285713,Good,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2013-09-11,13.2,0.5857142857142856,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2014-06-26,14.2,0.6571428571428571,Moderate,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2014-09-03,16.3,0.8071428571428572,Good,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2015-07-09,14.25,0.6607142857142858,Moderate,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2015-07-09,15.0,0.7142857142857143,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2016-07-27,14.3,0.6642857142857144,Moderate,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2016-07-27,15.3,0.7357142857142858,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2017-08-30,14.5,0.6785714285714286,Moderate,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2017-08-30,15.3,0.7357142857142858,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2018-07-12,13.8,0.6285714285714287,Moderate,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2018-07-12,14.6,0.6857142857142857,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2019-08-12,14.8,0.7000000000000001,Moderate,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2019-08-12,14.0,0.6428571428571429,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2020-07-08,15.5,0.75,Moderate,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2020-07-08,15.05,0.717857142857143,Moderate,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2021-08-26,17.1,0.8642857142857144,Good,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2021-08-26,15.3,0.7357142857142858,Moderate,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090500,2022-07-28,15.3,0.7357142857142858,Moderate,593287.5,6587340.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04089000,2022-07-28,12.4,0.5285714285714286,Poor,598486.3,6587320.0,Loire-Bretagne,MASSIF CENTRAL NORD,M
S04090800,2012-07-16,13.9,0.6357142857142858,Moderate,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090800,2013-07-24,15.2,0.7285714285714285,Moderate,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04546003,2014-09-29,14.5,0.7894736842105262,Moderate,603554.4,6611964.0,Loire-Bretagne,TABLES CALCAIRES,TP
S04090800,2014-10-29,16.0,0.7857142857142857,Good,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090800,2015-06-22,15.4,0.7428571428571429,Moderate,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090800,2016-08-11,14.5,0.6785714285714286,Moderate,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090800,2017-06-12,14.3,0.6642857142857144,Moderate,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090800,2018-08-13,14.6,0.6857142857142857,Moderate,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090800,2019-05-14,13.8,0.6285714285714287,Moderate,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090800,2020-06-16,17.6,0.9000000000000001,Good,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090800,2021-06-15,16.15,0.7964285714285715,Good,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090800,2022-06-08,14.7,0.6928571428571428,Moderate,604921.9,6605341.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090900,2012-07-09,14.7,0.6928571428571428,Moderate,589438.1,6599160.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090900,2013-07-24,15.1,0.7214285714285714,Moderate,589438.1,6599160.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04090900,2014-06-26,17.5,0.8928571428571429,Good,589438.1,6599160.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04545001,2016-09-22,16.0,0.8771929824561403,Good,592734.0,6602317.0,Loire-Bretagne,TABLES CALCAIRES,TP
S04545001,2017-06-08,15.2,0.830409356725146,Moderate,592734.0,6602317.0,Loire-Bretagne,TABLES CALCAIRES,TP
S04091250,2012-09-17,15.0,0.8187134502923976,Good,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04546001,2013-06-25,14.7,0.8011695906432748,Good,601022.8,6617410.0,Loire-Bretagne,TABLES CALCAIRES,TP
S04091250,2013-08-08,14.9,0.8128654970760233,Good,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091250,2014-09-29,13.5,0.7309941520467835,Moderate,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091250,2015-06-24,14.9,0.8128654970760233,Good,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091250,2016-07-19,13.9,0.7543859649122806,Moderate,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091250,2017-06-13,15.0,0.8187134502923976,Good,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091250,2018-07-05,14.7,0.8011695906432748,Good,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091250,2019-07-04,14.6,0.7953216374269005,Good,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091250,2020-07-15,14.5,0.7894736842105262,Good,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091250,2021-05-19,14.8,0.8070175438596491,Good,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091250,2022-06-07,14.6,0.7953216374269005,Good,595784.5,6621549.0,Loire-Bretagne,TABLES CALCAIRES,P
S04091400,2012-07-24,,,,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2013-07-24,16.9,0.9298245614035088,Good,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2014-09-16,13.9,0.7543859649122806,Moderate,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2015-10-02,10.7,0.567251461988304,Moderate,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2016-08-11,13.3,0.7192982456140351,Moderate,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2017-10-13,15.05,0.8216374269005848,Good,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2018-08-10,16.8,0.9239766081871345,Good,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2019-07-09,14.350000000000001,0.7807017543859649,,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2020-06-25,11.9,0.6374269005847953,Moderate,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2021-08-09,14.0,0.7602339181286549,Moderate,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04091400,2022-08-25,12.1,0.6491228070175438,Moderate,576582.1,6616459.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092400,2012-03-08,12.9,0.695906432748538,Moderate,545817.97,6626945.4,Loire-Bretagne,TABLES CALCAIRES,P
S04092000,2012-07-24,13.75,0.7456140350877193,Moderate,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2013-07-09,14.6,0.7953216374269005,Good,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2014-09-16,11.3,0.6023391812865497,Moderate,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2015-09-16,12.2,0.6549707602339181,Moderate,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2016-08-25,13.1,0.7076023391812865,Moderate,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2017-10-13,11.1,0.5906432748538011,Moderate,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2018-07-06,13.3,0.7192982456140351,Moderate,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2019-07-09,10.1,0.5321637426900584,Poor,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2020-06-25,8.2,0.4210526315789473,Poor,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2021-06-03,17.5,0.9649122807017544,High,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092000,2022-06-22,11.4,0.6081871345029239,Moderate,549404.1,6618238.0,Loire-Bretagne,TABLES CALCAIRES,G
S04092400,2012-03-08,12.9,0.695906432748538,Moderate,545817.97,6626945.4,Loire-Bretagne,TABLES CALCAIRES,P
S04096645,2012-09-24,15.5,0.8479532163742689,Good,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096645,2013-07-09,15.4,0.8421052631578947,Good,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096645,2015-09-16,15.45,0.8450292397660818,Good,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096645,2016-08-25,15.5,0.8479532163742689,Good,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096645,2017-09-05,16.9,0.9298245614035088,Good,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096645,2018-07-05,15.0,0.8187134502923976,Good,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096645,2019-07-10,6.7,0.3333333333333333,Poor,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096645,2020-07-09,11.3,0.6023391812865497,Moderate,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096645,2021-06-03,15.9,0.871345029239766,Good,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096645,2022-08-25,14.2,0.7719298245614034,Moderate,540009.57,6620613.83,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2012-07-23,14.0,0.7602339181286549,Moderate,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04092500,2013-07-29,14.575,0.7938596491228069,Good,537241.94,6633481.6,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2013-10-04,15.15,0.827485380116959,Good,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2015-09-17,16.3,0.8947368421052632,Good,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2016-08-25,13.5,0.7309941520467835,Moderate,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04092500,2017-07-27,11.4,0.6081871345029239,Moderate,537241.94,6633481.6,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2017-09-05,12.4,0.6666666666666666,Moderate,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2018-07-05,11.5,0.6140350877192982,Moderate,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2019-07-02,15.5,0.8479532163742689,Good,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2020-07-31,13.3,0.7192982456140351,Moderate,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2021-07-29,14.3,0.7777777777777778,Moderate,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04096665,2022-06-22,14.1,0.7660818713450291,Moderate,535321.54,6631822.25,Loire-Bretagne,TABLES CALCAIRES,G
S04092550,2012-07-19,19.5,1.0,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2013-08-20,19.1,1.0,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2014-05-14,13.6,0.6142857142857142,Moderate,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2015-06-02,18.8,0.9857142857142858,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2016-08-23,19.3,1.0,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2017-06-21,18.5,0.9642857142857144,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2017-08-23,19.4,1.0,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2018-08-29,18.9,0.9928571428571428,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2019-09-17,19.2,1.0,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2020-06-18,20.0,1.0,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2021-09-08,19.9,1.0,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092550,2022-06-14,19.2,1.0,High,616733.9,6553030.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04541004,2022-06-15,15.2,0.7285714285714285,Moderate,624095.1,6557173.0,Loire-Bretagne,MASSIF CENTRAL NORD,TP
S04092800,2012-08-13,13.9,0.6357142857142858,Moderate,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2012-08-24,18.0,0.9285714285714286,Good,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2013-08-20,14.55,0.6821428571428572,Moderate,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2013-09-13,17.9,0.9214285714285714,Good,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2014-09-09,14.5,0.6785714285714286,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2014-10-28,15.2,0.7285714285714285,Moderate,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2015-08-06,11.9,0.4928571428571429,Poor,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2015-09-03,15.1,0.7214285714285714,Moderate,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2016-08-22,13.2,0.5857142857142856,Moderate,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2016-10-14,13.600000000000001,0.6142857142857143,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2017-07-20,14.8,0.7000000000000001,Moderate,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2017-08-28,15.3,0.7357142857142858,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2018-07-11,15.7,0.7642857142857142,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2018-07-12,14.5,0.6785714285714286,Moderate,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2019-08-05,15.1,0.7214285714285714,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2019-08-21,14.6,0.6857142857142857,Moderate,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2020-06-24,17.2,0.8714285714285713,Good,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2020-07-15,15.2,0.7285714285714285,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2021-06-17,14.0,0.6428571428571429,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2021-06-17,16.3,0.8071428571428572,Good,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2022-07-12,13.4,0.6,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04092800,2022-07-27,12.9,0.5642857142857143,Moderate,593953.7,6564900.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093250,2012-07-13,14.1,0.65,Moderate,595358.9,6554136.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2012-08-24,18.0,0.9285714285714286,Good,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093250,2013-09-10,15.0,0.7142857142857143,Moderate,595358.9,6554136.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2013-09-13,17.9,0.9214285714285714,Good,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2014-09-09,14.5,0.6785714285714286,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093250,2014-10-28,15.4,0.7428571428571429,Moderate,595358.9,6554136.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2015-08-06,11.9,0.4928571428571429,Poor,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093250,2015-09-03,16.2,0.7999999999999999,Good,595358.9,6554136.0,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2016-10-14,13.600000000000001,0.6142857142857143,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2017-08-28,15.3,0.7357142857142858,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
S04093200,2018-07-11,15.7,0.7642857142857142,Moderate,588602.72,6555859.49,Loire-Bretagne,MASSIF CENTRAL NORD,P
